pclass,survived,sex,age,adult,fare,embarked,
2.00,0.00,0.00,63.00,1.00,26.00,S,
1.00,0.00,1.00,63.00,1.00,221.78,S,
1.00,1.00,1.00,63.00,1.00,77.96,S,
3.00,1.00,1.00,63.00,1.00,9.59,S,
1.00,0.00,0.00,64.00,1.00,263.00,S,
1.00,0.00,0.00,64.00,1.00,26.00,S,
1.00,1.00,1.00,64.00,1.00,26.55,S,
1.00,0.00,0.00,65.00,1.00,26.55,S,
2.00,0.00,0.00,66.00,1.00,10.50,S,
1.00,0.00,0.00,67.00,1.00,221.78,S,
1.00,0.00,0.00,70.00,1.00,71.00,S,
2.00,0.00,0.00,70.00,1.00,10.50,S,
3.00,0.00,0.00,74.00,1.00,7.78,S,
1.00,1.00,1.00,76.00,1.00,78.85,S,
1.00,1.00,0.00,80.00,1.00,30.00,S,
1.00,1.00,1.00,36.00,1.00,28.00,C,
1.00,1.00,1.00,36.00,1.00,28.00,C,
1.00,1.00,1.00,36.00,1.00,28.00,C,
1.00,1.00,1.00,36.00,1.00,28.00,C,
1.00,1.00,1.00,36.00,1.00,28.00,C,
1.00,1.00,1.00,36.00,1.00,28.00,C,
1.00,1.00,1.00,36.00,1.00,28.00,S,
1.00,1.00,1.00,36.00,1.00,28.00,S,
1.00,1.00,1.00,36.00,1.00,28.00,S,
1.00,1.00,1.00,36.00,1.00,28.00,S,
1.00,1.00,1.00,36.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,C,
1.00,0.00,0.00,42.00,1.00,28.00,C,
1.00,0.00,0.00,42.00,1.00,28.00,C,
1.00,0.00,0.00,42.00,1.00,28.00,C,
1.00,1.00,0.00,42.00,1.00,28.00,C,
1.00,1.00,0.00,42.00,1.00,28.00,C,
1.00,0.00,0.00,42.00,1.00,28.00,C,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,1.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,0.00,0.00,42.00,1.00,28.00,S,
1.00,1.00,0.00,42.00,1.00,28.00,S,
1.00,1.00,0.00,42.00,1.00,28.00,S,
1.00,1.00,0.00,42.00,1.00,28.00,S,
1.00,1.00,0.00,42.00,1.00,28.00,S,
1.00,1.00,0.00,42.00,1.00,28.00,S,
2.00,1.00,1.00,28.00,1.00,26.50,Q,
2.00,0.00,1.00,28.00,1.00,28.00,S,
2.00,1.00,1.00,28.00,1.00,28.00,S,
2.00,0.00,0.00,29.50,1.00,28.00,C,
2.00,0.00,0.00,29.50,1.00,28.00,C,
2.00,0.00,0.00,29.50,1.00,28.00,C,
2.00,1.00,0.00,29.50,1.00,28.00,C,
2.00,0.00,0.00,29.50,1.00,26.50,Q,
2.00,0.00,0.00,29.50,1.00,28.00,S,
2.00,0.00,0.00,29.50,1.00,28.00,S,
2.00,0.00,0.00,29.50,1.00,28.00,S,
2.00,0.00,0.00,29.50,1.00,28.00,S,
2.00,0.00,0.00,29.50,1.00,28.00,S,
2.00,0.00,0.00,29.50,1.00,28.00,S,
2.00,0.00,0.00,29.50,1.00,28.00,S,
2.00,1.00,0.00,29.50,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,C,
3.00,0.00,1.00,22.00,1.00,28.00,C,
3.00,0.00,1.00,22.00,1.00,28.00,C,
3.00,1.00,1.00,22.00,1.00,28.00,C,
3.00,1.00,1.00,22.00,1.00,28.00,C,
3.00,1.00,1.00,22.00,1.00,28.00,C,
3.00,1.00,1.00,22.00,1.00,28.00,C,
3.00,1.00,1.00,22.00,1.00,28.00,C,
3.00,0.00,1.00,22.00,1.00,28.00,C,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,1.00,1.00,22.00,1.00,26.50,Q,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,1.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,1.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,1.00,22.00,1.00,28.00,S,
3.00,1.00,1.00,22.00,1.00,28.00,S,
3.00,1.00,1.00,22.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,1.00,0.00,25.00,1.00,28.00,C,
3.00,1.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,1.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,28.00,C,
3.00,1.00,0.00,25.00,1.00,28.00,C,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,1.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,1.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,1.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,26.50,Q,
3.00,1.00,0.00,25.00,1.00,26.50,Q,
3.00,1.00,0.00,25.00,1.00,26.50,Q,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,1.00,0.00,25.00,1.00,28.00,S,
3.00,1.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,1.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,1.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,0.00,0.00,25.00,1.00,28.00,S,
3.00,1.00,0.00,25.00,1.00,28.00,S,
3.00,1.00,0.00,25.00,1.00,28.00,S,
3.00,1.00,0.00,25.00,1.00,28.00,S,
